Sensor_0,Sensor_1,Sensor_2,Sensor_3,x,z,time
98126.5,103785.25,107920.75,100170,0,0,11.00486255
98118.75,103798.75,107926,100147.5,0,0,11.06325459
98107.5,103798.75,107919.75,100161,0,0,11.12738943
98107,103789.5,107918,100179.5,0,0,11.18796659
98127.25,103803.75,107921.25,100170.75,0,0,11.2517693
98126,103776.25,107947,100152.75,0,0,11.30024314
98158.25,103798,107918,100161.25,0,0,11.36101866
98140,103799.5,107911.5,100173.25,0,0,11.42255044
98111.25,103778.5,107916,100140.25,0,0,11.48468137
98135.25,103792,107920.5,100170.25,0,0,11.54802918
98131.5,103795.75,107903.25,100135,0,0,11.59830213
98125.5,103781,107929,100148,0,0,11.65724683
98092.75,103781.75,107909.75,100169,0,0,11.71733332
98137.25,103786.75,107912.75,100165,0,0,11.77984691
